User_Name,Location,Tweets
galactic_mingi,Seungmin’s Heart,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
lesbiancourf,,ugh sorry for ranting I’m just very very annoyed at my friend... there’s a difference between feeling hopeless and… https://t.co/iLTZ62swhR
dustintrombley,"Clarksville, TN","@DetroitMoments To me, its pretty obvious.  Went down last year injured and we lost them all. He is the best footba… https://t.co/aAngV6v1g3"
staynonymous,🇵🇭,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
_hyuunjin,+63,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
Youbabaa,"Los Angeles, CA",RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
happyhexer,,"@Nancy_had_enuf @JohnnyH49220438 It's hopeless. According to the Bible of @JohnnyH49220438, you're a fool if you do… https://t.co/v9ilLRr60h"
StupendousGrav1,,"So today is Harsh Writing Advice day, and I guess if I had one piece of harsh writing advice, it would be: ""You cal… https://t.co/OJWpp53Jls"
wtrmlnsgr1225,,"@ieva_lieva fine line of course, but also arianas thank u next,  halseys hopeless fountain kingdom, and taylor swift’s whole discography"
hwnglilstar,,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
Sokos6,Cybertron,"@cameron @tyler Increasing concern over the number of lost, hopeless, afraid newcomers to the crypto space that are… https://t.co/SebWIFNsEz"
Footboy_ServeVA,"Virginia, USA","Ima hopeless romantic and a freak ass demon at the same time . Like let love all over u gently, and hold you. But a… https://t.co/xE6k8nXHE6"
sobriquet_god,nirvana,Not dreaming ever gets you hopeless. https://t.co/P29LFA5buR
LoisyRomero,Get Lost,RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
stayarmywin,in love with yoongi,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
DarrenSitton89,"London, England",RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
lydiacreates,wigan/brighton,RT @Penance_art: Extremely limited leftover stock from my crewneck launch has finally been listed in my Etsy shop!! order ASAP &amp; get a bonu…
honeytelia,[ t w ] ,"i just watched the glow up diaries s2e2 on yt I'm crying like baby, I feel so hopeless and exposed, I'm really neve… https://t.co/Y8bbsn4mmL"
papatulus,"England, United Kingdom","someone called out ""all buttons west pressed"". one of the three west directions hadn't even been cleared. hopeless"
the_olaedoh,Lagos,"@shelikenone Exactly, so hopeless. If you take offense they start insulting you"
PaigeDavies_45,Canada,RT @Penance_art: Extremely limited leftover stock from my crewneck launch has finally been listed in my Etsy shop!! order ASAP &amp; get a bonu…
taeelovebot,singapore🇸🇬,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
karagoldin,San Francisco and New York,If you can’t smile at this little one you are hopeless. #cutest https://t.co/BvrAN3O6qy
hanix987,France,"RT @dogparkdesu: When everything seems hopeless, how will Jolyne triumph over Miraschon in their battle for Jotaro's Disc?! My translation…"
Bobthebalder,West Sussex,@DawnLoweActress My Mum was a decent artist but I didn’t take after her. My dad was a fantastic handyman and I didn… https://t.co/DG6ILH804I
CarpeVinum_,"Hollywood, CA",RT @Penance_art: Extremely limited leftover stock from my crewneck launch has finally been listed in my Etsy shop!! order ASAP &amp; get a bonu…
mzziiiiiiiiii,,"Hello, are u feeling hopeless? Try our today's special cloudy blue forehead with green peppers and redcurrant, then you will feel energetic."
Of037,Telnet://chq.boardz.org:2023,"RT @codeofvets: If you are feeling lost, shattered, hopeless. Make a call.

Suicide is not the answer. Life is messy. Life is beautiful. Re…"
Penance_art,heck ,Extremely limited leftover stock from my crewneck launch has finally been listed in my Etsy shop!! order ASAP &amp; get… https://t.co/0s4aB4ijdi
theresemariie,,do you twerk to your mom spewing bible bullshit about abortion being a sin and calling you hopeless because you don… https://t.co/QZpI5FtQER
munaliscrys,A circus at Dragonstone,RT @maxxeene: Daz why I’m a hopeless romantic. Living through people’s love 🥲
INNIEVUITTON,"my haven, skz. ","RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
brownieefairy,,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
WappapelloT,United States,"RT @codeofvets: If you are feeling lost, shattered, hopeless. Make a call.

Suicide is not the answer. Life is messy. Life is beautiful. Re…"
rosie_thegreat,,@potatopry I just posted this yesterday coz I am so hopeless with give aways already😅💔 @BLACKPINK https://t.co/waEqO1rPl5
WeldedMachina,MetalsBurg,"RT @AP4Liberty: If the situation was hopeless, their propaganda would be unnecessary. https://t.co/3eM1tJm88V"
FlamesInto,New York City,"RT @AP4Liberty: If the situation was hopeless, their propaganda would be unnecessary. https://t.co/3eM1tJm88V"
trueKiwiRoo,"Merseyside, United Kingdom",just a bump in the road. need to get my head on straight and realize that im acting like a fool. not the right way… https://t.co/XMlRvaCV4U
bumbubucin,READ CARRD BYF,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
goliveflx,read carrd byf^^,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
thstarborn,🇦🇷 ❚ yuta nakamoto love bot.,"⠀⠀
ㅤㅤㅤ┈┈⧽ ▋𝐒𝐎𝐏𝐇𝐈𝐄 𝐁𝐄𝐋𝐋𝐀𝐌𝐘。

─ french (living in netherlands).
─ literature professor.
─ bookworm.
─ kind, sweet &amp; h… https://t.co/MXZVWxClJN"
TJForReal_,"District of Columbia, USA",Awe hopeless romantic😍 https://t.co/SlPiCEgUPp https://t.co/9EfybS54q1
yashodharaa,india,"RT @sherryontopp: The Hopeless don’t revolt, because Revolution is an act of Hope !!"
habatweets,,"find hope in the hopeless
pull me out the train wreck"
haospeach,mutli fan📍,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
STofuca,#WallStreetBets 📈,"RT @AP4Liberty: If the situation was hopeless, their propaganda would be unnecessary. https://t.co/3eM1tJm88V"
BoozeChimp,At The Bar,"RT @Scribulatora: This vaccine narrative is everything that's wrong with politics, all in one place, sewed up like a voodoo doll.

Scared,…"
WaliFarah6,"Ontario, Canada",@1PolicyWonk @UNSomalia James Swan is tiftif. He fabricates crises then pretends he is looking for solutions and th… https://t.co/HlXxnavIFU
BecomingCritter,pretty good thanks,RT @DaltonDEmery: I think it was in this conversation where @BecomingCritter compares depression to being like floating in the middle of th…
kiwi_j,Cambridge,@EllenMeister @TiffanyParks_ Your question and reading through the thread lead me to have a go at deleting some old… https://t.co/qhw6IVP0JD
sometypeofgirl_,Hamburg/Germany,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
hwangjannim,,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
KurtTrading,,"@thebradfordfile The system is crooked, if all these idiots can’t see that they are hopeless"
johnt757uv,The Conscience ,@indigosu73 @ms__pauline @grack2bxact I know we're hopeless the last 10 years
wonpilsmile_,,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
JamesFrySYD,"Sydney, New South Wales","@vanOnselenP @australian Bloke is a passenger, just a genuine shame those on the bench are also utterly hopeless; w… https://t.co/oP7r4Oks7S"
carthy_d,,@gregjclark13 @GallowgateShots @LittleMix @NUFC He never says a word .. he is hopeless
Tagrubbs81,Internet,"RT @HealthyGamerGG: Being a coomer isn't hopeless. If you or a loved one are experiencing coomerism, being horny on main, or spam lewd emot…"
_sunkizzed,instagram: _sunkizzed ,I’m lowkey a hopeless romantic. I love loving on my person 💕
a_bot_adrift,,"for the first time in my life, my backpack doesn't matter anymore.
maybe i should quit while i'm behind.
i'm happy,… https://t.co/dHOvaN8qR3"
MasterMenos,"Atlanta, GA","RT @RageGoldenEagle: That's not to say it's hopeless though! If we can all do our part to make sure non-woke shows (and even better, things…"
yeezyree,"Okinawa-shi, Okinawa",they don’t even want you dead though that’s the sick part ... just sick af and hopeless . https://t.co/6RWF7ZZzRr
spacecatusa,"California, USA","If people wore warning signs, what would be written on yours? — Hopeless Romantic https://t.co/RH6YS3hfR8"
kookiespage,she/her|18| poc muslim| ,"{stolen from zaynah} 
taking applications for my valentine - 
compulsory requirements: 
💘 taller than 5’4
💘 likes p… https://t.co/ygMXWh871q"
Josie_Linds,,@alison_guernsey @vidabjohnson 🙏🏻I joined Twitter as a last resort; social media is not a strong suit or comfort zo… https://t.co/xLxHy5w1of
gardenbev,,"@HeartbrokenCan1 @HornedPoet @ScottGottliebMD You may not have noticed, but the same has happened with melanoma dia… https://t.co/JK8Y3vcFWs"
im_jumii,"Maryland, USA",RT @3o1Lu: I be thuggin but lowkey I’m a hopeless romantic
timmyvoe,"Salford, England",RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
amerygwong,📖:BLOOD HEIR by Ilona Andrews,@_APIpit @sarahrana769 Beginning! I'm a hopeless romantic; working on the beginning of a story is a little like fal… https://t.co/esp9qLVHHX
ATOMICATON,the World Wide Web,"RT @wilshleyc: check out this baaaaaabe, her name is cosine dupont and she's an engineer/arms dealer and total hopeless romantic 😩💕 https:/…"
GlenMyles8,,@imy2music Number one in the world is this band singing. Hopeless romantic. Song.            Voodoo https://t.co/YyD64pFoTP
LWohlfert,"Laguna Niguel, CA","@tripgabriel @RonBrownstein Right wing media viewers don’t get to see it. When they do, Antifa is accused. It’s hopeless."
deerfield_ruth,,@glennkirschner2 @YouTube Is Undeniable-No Contest. It’s Hopeless. American taxpayers are going to pay millions of… https://t.co/kAipTx00cT
MartinB53777363,,RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
imonlyyourslisa,ot4 || she/her ,"@7CHiLL_chynsk @BLACKPINK im hopeless 😭
hi please help me out, i really want to watch them legally, liking and retw… https://t.co/LvuJFODlOG"
kenmorrey3,N STAFFS,"RT @codeofvets: If you are feeling lost, shattered, hopeless. Make a call.

Suicide is not the answer. Life is messy. Life is beautiful. Re…"
FelixFitzsimmo1,"Cumbernauld, Scotland",@aboutceltic His shooting is hopeless..misses easy chances
sadeeqesah,"Kaduna, Nigeria","RT @hayateey1: Keep sharing employment opportunities. God bless you as you do. 

In Sha Allah none of you seeing this will walk out of 2021…"
Nazmin09362468,,RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
nnnnnnxo,,"RT @SatyrLagom: Its a bittersweet truth, you know you’ve been brainwashed and probably lied to so you’re happy you’re not as dumb as men th…"
EparSnay,"Massachusetts, USA","RT @11tulips: IMO, this is a completely hopeless tactic.

The viewership is massive, &amp; few people will expunge Procter &amp; Gamble products, e…"
jillystyles28,ot5 | tcoe | harrys heart  ,"@fearlessflamess oh don’t be sorry!! i’m just chilling:) i kinda go with whatever, i know one day i’ll see snow and… https://t.co/HvysgQBlvU"
Renea_Tide,,"RT @bamabone52: I say I am hopeless, but God says because of Him, I am hopeful.
“For I know the plans I have for you, declares the Lord, pl…"
GlenMyles8,,@imy2music Hopeless romantic. Great song ten love it video great ten ps this it new number one of the world imy2.… https://t.co/cXbEwzjqlg
caermyrddin,#𝑾𝑰𝑳𝑫𝑭𝑰𝑹𝑬. 》,"@tunesofjaskier The blond didn't understand himself, why this happened so often. He'd want something he couldn't ha… https://t.co/HUC9CJaJQm"
AZ_Bassit,Totes,The Life of A Hopeless Romantic.
dancingkinglino,,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
Sam18fifamobile,,@InFLiCkStA @WarriorsPlsWin @lcdc2k @LegionHoops You niggas are hopeless
SatyrLagom,"Paris, France","Its a bittersweet truth, you know you’ve been brainwashed and probably lied to so you’re happy you’re not as dumb a… https://t.co/MtiqKCSQBD"
