User_Name,Location,Tweets
lvhothead2483,"Las Vegas, NV","RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
KieranC72489241,,"RT @CobhRamblersFC: 🤝 Our new Third Kit will feature the logo of Breaking the Silence, the club’s official charity partner.

They are a lea…"
Kektzalcoatl,🌎,@melliflouspxtxr @in_winds @MentallyTril2 @john_hersh @selenamichelle @Whippasion @ericawilsonx Lol it's common sen… https://t.co/wB54WFri6L
AdamskiDonna,,"RT @lindyli: Two police officers committed suicide in the aftermath of your insurrection. You killed another with a fire extinguisher!

#Pr…"
snehalssrfan,,"RT @_drishtii: Where is:
 -juice glass?
-suicide note?
-Tensile strength report of green   cloth?
-knife used to cut that green cloth?
-sto…"
Team1David,,@CNC3TV Get it right media. Assisted suicide isn't road rage.
GM3Lance,,"RT @TitaniaMcGrath: There is a very good reason why self-harming among chickens is on the rise, and why pigs are so prone to depression and…"
colmant_,NC ,"RT @NBCPolitics: Lisa Moore said she believes her son, who died by suicide, would still be alive if Gov. Pritzker had handled the pandemic…"
PrakashRainbow,,"RT @MonaSharmapr: Arvind Kejriwal is d only political in whose rally, a farmer committed live suicide. In video, Gajendra Singh’s brother s…"
GaylaAnnette,United States,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
MattSlayer5,"Los Angeles, CA","@homebyjuly you deserve 1 thing, it's to die, especially if you don't work but suicide you and kill your family and… https://t.co/7KUf3DyrNG"
purr_haps,,"@ueharuyu i feel like their story is more tragic? yeah, yuki committed a suicide, mafuyu is still closed in the pas… https://t.co/C26lON86YF"
erschadi,,"RT @MasumehBolurchi: NCRI: News from Iran indicate that two 13 year-old girls committed suicide in Dezful, southwest #Iran. Their family me…"
gawde_bhavesh,,"RT @oishi_saarker: There is so much evidence in Sushant's murder that the fabricated Suicide story itself has died :3 

CBI Decode SSR Murd…"
bIackboxwarrior,northern 🟨🟥,"tw suicide and rape mention 
  
my gcse english literature exam was on a play that speaks about suicide graphically… https://t.co/0RBkQJdjxl"
DisBowl28,,"Went from dmx commercial to suicide commercial to trojan magnum commercials, then you gotta pick something out of a mad thotty selection"
sayheyphilly,Fly Eagles Fly 🦅—🌴,RT @besa_andy: Suicide is real people. It is dangerous and deadly. Do not take suicidal statements from a loved one for granted. The Nation…
katrobinson68,"Virginia, USA","Both sides need to work together &amp; stop fighting. Honestly, one is not better then the other. Thousands of innocent… https://t.co/MzF7wDZEDk"
Amit_1226,,"RT @MadhuparnaMukh2: What are top7 reasons that made you realise that it was a murder and not suicide..Mine👇
1. No note
2. Height discrepan…"
doIIsuna,SHE!THEY!FILO,"RT @stzoldyck: TW // self harm and suicide 

just a reminder to not vote on polls with no questions or just blank, it could be someone tryi…"
ThaRicchKid,,"RT @thesheddyking: Until someone else commit suicide before Twitter NG remembers that bodyshaming is bad and we should be kind with words,…"
jayfromtheday,United States,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
ColleenRanieri,NORTH PROVIDENCE RHODE ISLAND,"Warden Out After New Allegations at Embattled Federal Jail Where Epstein Died https://t.co/sklDMsWjrV
@angela214 ~~… https://t.co/TomQLIaT0y"
Ekhaneakashneel,"Barasat, India","RT @ApurvaU21: Many are trying make money off SSR! Sháme. Specially the so called ""YouTubers"".

Be Careful of those who Change their Narrat…"
HAECHANCOMEL,"🇲🇾 , carrd byf!!","RT @melodichenle: tw | suicide, hospitalization, lying

a few friends of @/j0hnjen0 came forward explaining that she DID lie about being ho…"
Abberh_suicide,Other side of existence,"This is why they said if you see your neighbour's beard on fire, get a container filled with water next to yours 😂😂 https://t.co/3jAzGtX3GI"
feel_quickening,,@LoicCinema Suicide squad.
ChristianBurt,"London, UK",Agree totally. You look at the late 80s early 90s with Dance Energy and even The Word to a certain extent and Oasis… https://t.co/3ROUvAmPAU
sohamroy444_das,"west bengal,india","RT @MonaSharmapr: Arvind Kejriwal is d only political in whose rally, a farmer committed live suicide. In video, Gajendra Singh’s brother s…"
gawde_bhavesh,,"RT @AasthaHiHuMai: -No Suicide note found
-Declared suicide within 5min without doctor
-Didn't seal the Crime Scene
-2 Ambulances
-PM illeg…"
charlesgenetica,Ribeirao Preto,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
_knotURfrend_,Within,"RT @valavoosh: Sithole died ""by suicide"" 12 days before Madiba's release. I mention Madiba because Sithole was Zindzi's partner. They had r…"
Taorishun1,,"RT @teamEries: For EXO-L, A Lesson To Learn : A THREAD

ERI-ah,
Have u watched Busted Season 3? It's really good right? I especially paid a…"
amaratomiii,Ear and Dear,"RT @thesheddyking: Until someone else commit suicide before Twitter NG remembers that bodyshaming is bad and we should be kind with words,…"
clemskruczynski,+63 | film tv anime | -13 dni ,"RT @stzoldyck: TW // self harm and suicide 

just a reminder to not vote on polls with no questions or just blank, it could be someone tryi…"
base_town,"Ontario, CA",Suicide doesn't take the pain it passes it on to someone else...🥀
Shannon89558046,,The only true divider is #KindOrCruel ....it truly is...I look at young having snowball fights or parties and think… https://t.co/JlDxELm5fU
chieripie,🌈(no homophobic plz)she/her ,"i would recommend everyone to watch this and crying along with me but tw// suicide, death
https://t.co/bZO2Yyp2sW"
NantaleJanemary,,@NzeEkirungi I can stress you to the point of suicide
almightydayy,"Columbus, IN",“we’re just suicidal kids telling each other suicide isn’t right”
srsingh60,"Lucknow, India.","RT @nilotpalm3: Mass report and mass block vijay shekhar gupta I’d , he is fraud using SSR name for his promotion , he had planned movie su…"
hema92163376,,"RT @NishigandhaDare: CBI, rule out suicide theory!!
his actual height is 6'1 How many proofs do you want to rule out suicide theory?
From d…"
NewHorizonBiden,United States,RT @ColorsOfTheWi13: @CrookedHalo I’m still wondering what would they be talking about today if they had successfully hanged Mike Pence or…
Sogwa,earth,Second officer commits suicide after responding to Capitol riot https://t.co/ABzPLUKuvv via @YouTube https://t.co/p5ZNN2CLNB
srsingh60,"Lucknow, India.","RT @Kumardip10: What kind of professional experience does meme police have that they can say its a suicide within 5 minutes?
On what experi…"
HanishaMirani,,"RT @oishi_saarker: There is so much evidence in Sushant's murder that the fabricated Suicide story itself has died :3 

CBI Decode SSR Murd…"
DilSsr,,"RT @ShikhaC95: After 13-14th june~ Why suddenly every bullyweedians became suicide specialist?

CBI Decode SSR Murder"
JyotsnaDwivedi9,"Uttar Pradesh, India","RT @12_hiral: Why all mysterious deaths are taken to cooper and declared a suicide? 
CBI Decode SSR Murder"
t3isbool,Jurassic Park,Wow RIP Robin Williams Suicide isn’t a joke
Snehal52956572,,"RT @NishigandhaDare: CBI, rule out suicide theory!!
his actual height is 6'1 How many proofs do you want to rule out suicide theory?
From d…"
Prabhak83307752,kasala 502296,"@sandy201171 #Sir I'm selected in sports quota 2nd list of jr panchayat secretary 
But we are not offered job since… https://t.co/TeFDVUW8MX"
moistbaII,São Paulo lol,@janou_osu @Theedoo3 after the first doc 4 other ppl including the girl wrote a doc abt how the problem wasnt actua… https://t.co/hdmoUwq3Q4
Mayur4SSR,BHARAT 🇮🇳,"RT @AasthaHiHuMai: -No Suicide note found
-Declared suicide within 5min without doctor
-Didn't seal the Crime Scene
-2 Ambulances
-PM illeg…"
Nature12311,,"RT @PiyaliBh: So, CBI When you are planning to come with your next statement from “probing all angle” to eliminating Suicide angle? It’s be…"
gucluakpinar,Rochester,RT @FeWoessner: (2.)The Coyote Block 2 specifically features improved sensors and rocket motors to significantly increase maneuverability.…
marieshannonxx,Ireland,"RT @kirbyhxwks: Viruses are a fact of life and almost impossible to stop the spread of. 

Suicide on the other hand *is* preventable. We sh…"
apiitoor,"Madina, Ghana",@ikes_kobby You dey force ... me anka depression go baab me wey go cmt suicide oo 🤣😂
ReetaJamwal,"महाराष्ट्र, भारत","RT @oyeSKD: CBI serve Justice to SSR 
as we all are aware that Sushant Singh Rajput @itsSSR was murdered.
Many evidence are available in pu…"
MonaSharmapr,"The Hague, Netherlands","Arvind Kejriwal is d only political in whose rally, a farmer committed live suicide. In video, Gajendra Singh’s bro… https://t.co/absgtwFMhB"
Ognir2,Ireland / Switzerland,RT @j_g_allen: Risk of kids dying from COVID is 1 per million. They are 10x more likely to die by suicide. 👇 https://t.co/rNWs1DpjFw
SLF1SH,,"RT @bellamelodys: ""your parents is the reason why you're here"" yea and they also the reason why i tried to commit suicide 😄"
gucluakpinar,Rochester,"RT @FeWoessner: Taking Out Drones With Drones. 
This 'Coyote' type suicide drone is capable of operating in autonomous swarms. via @gepardt…"
DocZeptune,"Wisconsin, USA","RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
inlineskater,Near Rotterdam The Netherlands,"RT @BryanRoyAjax: Suïcide weekend👇🏿

Charlie Discusses Latest Updates with Nicholas Veniamin https://t.co/6EI0y3B1zd via @YouTube"
Siilent_Queen,  نفرت کرنے والوں کے دماغ میں,"RT @Q_mrii: 35. It is sad that the country is presently suffering from the worst conditions. Terrorism has risen alarmingly, innocent peopl…"
Prabhak83307752,kasala 502296,"@SandeepSultani4 # Sir I'm selected in sports quota 2nd list of jr panchayat secretary 
But we are not offered job… https://t.co/2OZIPjKqoR"
Apexcha19,,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
Amera55260426,,"RT @PriyaSh78692980: Who Declare Disha was in Depression 
is there any Medicines or Fake Documents Found in her appartment,???
Like any Mur…"
NBCLA,Southern California,Warden Out After New Allegations at Embattled Federal Jail Where Epstein Died https://t.co/X4FpP7tgKP
HanishaMirani,,"RT @ApurvaU21: Many are trying make money off SSR! Sháme. Specially the so called ""YouTubers"".

Be Careful of those who Change their Narrat…"
chainsafterlife,"“If you think getting rid of contractions in all of your sentences makes your argument any more legitimate, then you are wrong.” | they¡them","RT @CH3RRYGHOST: //suicide , self harm
-
-
-
don’t. fucking. vote. on. polls. that. don’t. have. context. how many times do we have to go o…"
ayush36802551,,"RT @12_hiral: Why all mysterious deaths are taken to cooper and declared a suicide? 
CBI Decode SSR Murder"
_Una__Ramakuela," Thohoyandou, Venda","RT @ThabangMantutle: I think we can all agree that moving from Mamelodi Sundowns was career suicide for these three. 

They literally left…"
kcm6o,in my feelings,RT @SamaraaKhan: Yes suicide is haram but ask yourself how low someone must’ve been feeling because of what you put them through for them t…
ThomasStarkUK8,"Hull, England",@PatrickWDixon @BenHks Patrick that’s a bit dramatic and we both know it - rat infested ? No showers ? Driven to su… https://t.co/vvOxw5ORbN
AmanRohman3,,@BombshellBre95 It literally made me so sad to see her stuck in the prison world which literally almost drove her t… https://t.co/ZvGLy7i3m2
clarenorris20,,"RT @ObedArchimedes: Peter denied Jesus and Judas betrayed Jesus .Both of them fell and were filled with regrets,and anguish for their behav…"
OliviaMortty,Ghana,"RT @ObedArchimedes: Peter denied Jesus and Judas betrayed Jesus .Both of them fell and were filled with regrets,and anguish for their behav…"
Prabhak83307752,kasala 502296,"@SandeepSultani4 Sir I'm selected in sports quota 2nd list of jr panchayat secretary 
But we are not offered job si… https://t.co/7DE7HFFlGx"
MituMajib,,"RT @oishi_saarker: There is so much evidence in Sushant's murder that the fabricated Suicide story itself has died :3 

CBI Decode SSR Murd…"
TimAyres4,,RT @JohnnyMercerUK: Owen was one of those who always quietly but firmly supported me in my efforts for NI vets and gave me the confidence t…
Richard75482884,Northallerton,Owen Paterson on the agony of his wife's suicide: 'It's horrifying to think she was suffering so badly without us k… https://t.co/iLAMf28sCo
SanjitK52461653,,"RT @its_AkRaj: @VijayShekhar9 Chacha 

Many are unknown to him ,He is the one who was going to make movie on Sushant Titled Suicide or Murd…"
